boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
244507,0.01868832917316355,Juan Hernandez Navarrete,Juanito / Churritos,super flyweight,37,68%,150,orthodox,2004-03-25
6442,0.01868832917316352,John Lowey,NA,super bantamweight,31,58%,158,orthodox,1988-12-07
433135,0.01868832917316345,Jermell Charlo,Iron Man,super welterweight,29,48%,187,orthodox,2007-12-08
447374,0.018688329173163442,Rico Ramos,Suavecito,super bantamweight,32,41%,190,orthodox,2008-03-20
19696,0.018688329173163435,Johar Abu Lashin,NA,welterweight,33,58%,131,orthodox,1988-09-28
5194,0.018688329173163404,Lonny Beasley,Honey Bee,middleweight,36,22%,249,orthodox,1985-01-09
14587,0.01868832917316339,Firat Arslan,NA,cruiserweight,49,49%,300,southpaw,1997-01-25
19917,0.01868832917316339,Ilido Julio,NA,super flyweight,61,57%,289,orthodox,1996-02-01
14816,0.01868832917316336,Patrick Mullings,Schoolboy,super bantamweight,30,40%,194,southpaw,1994-12-13
496561,0.018688329173163327,Jhonatan Romero,Momo,featherweight,30,50%,164,orthodox,2009-05-15
7204,0.018688329173163303,Kip Diggs,Top Kat,welterweight,35,63%,178,orthodox,1992-06-19
1103,0.018688329173163293,Kyung-Yung Lee,NA,minimumweight,23,35%,135,orthodox,1985-12-04
3345,0.018688329173163237,Kenny Gould,Candy Man,welterweight,28,54%,148,southpaw,1988-12-03
7288,0.018688329173163164,Mauricio Martinez,Nañara / Cry Baby,bantamweight,51,47%,339,southpaw,1995-07-15
207460,0.01868832917316314,Jack Asis,The Assassin,super featherweight,60,30%,407,orthodox,2002-11-02
625137,0.01868832917316314,Brian Carlos Castano,Ray Sugar / El Boxi,super welterweight,13,77%,55,orthodox,2012-09-22
8275,0.018688329173163116,Ted Cofie,NA,cruiserweight,21,57%,129,orthodox,1988-10-17
1335,0.01868832917316309,German Torres,Ozeki Torres,light flyweight,80,59%,533,orthodox,1975-08-27
356479,0.018688329173162987,Ekavit Songnui,Kwanthai Sithmorseng / Chor Nor,light flyweight,55,49%,292,orthodox,2005-06-28
19373,0.018688329173162977,Manny Sobral,NA,super welterweight,27,48%,149,southpaw,1992-02-20
51657,0.018688329173162963,Lukas Konecny,NA,super welterweight,55,42%,371,orthodox,2001-06-22
45965,0.01868832917316281,Yodchingchai Sasiprabha,Tianchai Korking,flyweight,28,39%,179,NA,1993-04-03
3036,0.018688329173162804,Jose Lopez,Carita,super flyweight,52,62%,324,orthodox,1991-11-27
21487,0.018688329173162776,Hector Javier Velazco,El Artillero,middleweight,47,34%,304,orthodox,1996-09-07
2995,0.018688329173162665,Piet Crous,NA,cruiserweight,30,70%,178,orthodox,1977-11-14
488039,0.018678903783892645,Martin Ward,NA,super bantamweight,29,17%,157,southpaw,2009-03-13
49189,0.018436094074816188,Berkrerk Chartvanchai,TinapongHantanakul,flyweight,40,15%,340,NA,1966-01-05
5445,0.018237650234779072,Tacy Macalos,NA,super flyweight,44,27%,299,orthodox,1984-02-17
531920,0.018232787843461596,Evgeny Gradovich,El Ruso Mexicano,super bantamweight,26,35%,192,orthodox,2010-03-19
11432,0.0181902047273384,Raul Horacio Balbi,Pepe,lightweight,68,56%,393,orthodox,1993-11-19
8321,0.01812373518339159,Ramon Arturo Britez,Chilavert,middleweight,58,40%,367,southpaw,1994-01-15
240564,0.018089268967106,Jose Alfaro,Quiebra Jicara,welterweight,42,57%,215,orthodox,2004-02-28
424271,0.018044339451654172,Javier Mendoza,Cobra,flyweight,29,66%,106,southpaw,2007-09-07
194337,0.018044339451653898,Emiliano Marsili,NA,lightweight,35,40%,211,southpaw,2003-05-31
2070,0.01804433945165359,Joe Manley,Joe Louis Manley,super lightweight,39,36%,283,NA,1981-12-26
1452,0.0180443394516532,Carl Daniels,The Squirrel,super welterweight,69,46%,417,southpaw,1988-11-01
258662,0.01797707444132316,Kiko Martinez,La Sensación,featherweight,45,58%,260,orthodox,2004-06-11
332936,0.017964443704861163,Ji-Hoon Kim,Volcano,lightweight,34,56%,189,orthodox,2004-10-05
76769,0.01796444370486114,Mlungisi Dlamini,The Killer Shark,lightweight,22,59%,122,orthodox,2000-09-03
695,0.017959688762557352,Duane Thomas,NA,super welterweight,34,62%,172,orthodox,1979-04-20
514618,0.017829676211151838,Pai Pharob,Paipharob Kokietgym,light flyweight,33,76%,156,southpaw,2002-08-07
122441,0.01782967621114976,Rigoberto Alvarez,El Español,super welterweight,31,65%,162,southpaw,2000-02-01
140457,0.017823300066086765,Florante Condes,The Little Pacquiao,light flyweight,38,61%,226,southpaw,2002-06-15
165988,0.01778973886407829,Yusuke Kobori,NA,lightweight,27,44%,166,orthodox,2000-02-19
993,0.017734667277190592,Lupe Aquino,NA,super welterweight,64,56%,379,NA,1981-04-02
282653,0.017529072398031125,Juan Alberto Rosas,The Monster/El Topo,featherweight,51,55%,375,orthodox,2001-03-23
9707,0.01748198877500295,Gene Fullmer,Cyclone,middleweight,64,38%,508,orthodox,1951-06-09
8046,0.01735747796076781,Luis Manuel Rodriguez,El Feo,welterweight,121,40%,929,orthodox,1956-06-02
108843,0.017259121118107654,Manuel Vargas,Chango,light flyweight,45,38%,303,orthodox,2000-03-25
1913,0.01725724090314768,Charles Brewer,The Hatchet,super middleweight,51,55%,280,orthodox,1989-08-03
8699,0.017192141042940038,Pretty Boy Lucas,NA,flyweight,43,23%,350,NA,1983-11-11
425605,0.01718157020161377,Marvin Sonsona,Marvelous,super featherweight,22,68%,113,southpaw,2007-07-07
4465,0.017159784408295253,Dana Rosenblatt,Dangerous,super middleweight,40,58%,214,southpaw,1992-04-15
20744,0.017076587608907966,Anthony Hanshaw,The Tyger,super middleweight,29,48%,151,orthodox,2000-06-16
545444,0.017076587608903144,Juan Carlos Payano,NA,bantamweight,19,47%,117,southpaw,2010-08-21
61787,0.01707658760889915,Irving Garcia,Chuma,super welterweight,29,28%,174,orthodox,1998-07-23
7406,0.017051968395371094,Saul Duran,Baby,lightweight,62,53%,351,orthodox,1993-03-26
18953,0.01705196839537098,Rick Yoshimura,NA,lightweight,47,43%,363,orthodox,1983-11-10
81166,0.017051690683116613,Bernard Dunne,Ben Dunne,super bantamweight,30,50%,165,orthodox,2001-12-19
8208,0.01702729547604201,Lou Del Valle,Honey Boy,light heavyweight,44,50%,253,southpaw,1992-01-12
251,0.016721881865085733,Michael Dokes,Dynamite,heavyweight,61,56%,364,orthodox,1976-10-15
4509,0.016687757214685833,Keiji Yamaguchi,NA,light flyweight,39,28%,279,southpaw,1992-05-11
5108,0.01654169676813811,Tim Austin,Cincinnati Kid,bantamweight,30,80%,130,southpaw,1993-04-23
14366,0.016535775483396964,Stipe Drews,Spiderman,light heavyweight,34,38%,235,southpaw,1999-05-22
11989,0.01646121909365244,Arturo Pineda,Tury The Fury,lightweight,43,56%,243,orthodox,1971-03-04
176,0.016382227276804426,Gerrie Coetzee,The Boksburg Bomber,heavyweight,40,53%,254,orthodox,1974-09-14
834,0.016367757564358876,Tony Tubbs,TNT,heavyweight,59,42%,369,orthodox,1980-06-14
10379,0.016347805422418045,Kaaj Chartbandit,Pornchai Techasinchai/Hadao CP,light flyweight,52,21%,335,NA,1987-09-09
5334,0.016279548741867107,Antonio Ruiz,Villasana,flyweight,43,19%,319,orthodox,1990-01-01
9298,0.01623503499598639,Paul Samuels,NA,welterweight,34,35%,152,orthodox,1995-11-11
25988,0.016219701907384053,Carlos Hernandez,El Famoso,super featherweight,52,46%,347,orthodox,1992-01-23
12001,0.01620899458261183,Chucho Castillo,NA,bantamweight,66,35%,527,orthodox,1962-04-25
583,0.016207776171795498,Slobodan Kacar,NA,light heavyweight,24,50%,134,NA,1983-03-04
15161,0.01617210436517392,Roman Karmazin,Made in Hell,super welterweight,48,54%,300,orthodox,1996-08-17
7725,0.016140992052529855,Isidro Garcia,El Chino,flyweight,35,23%,233,orthodox,1994-09-12
69791,0.015945424692124097,Sebastian Andres Lujan,Iron / Pimienta,super welterweight,58,45%,349,orthodox,2001-10-12
2779,0.015826152633129694,Perico Fernandez,NA,super lightweight,127,37%,846,orthodox,1972-05-20
3743,0.015593600789247854,Julian Solis,NA,bantamweight,55,40%,400,NA,1975-11-11
44626,0.015424215041619012,Sung-In Suh,NA,super bantamweight,27,33%,163,NA,1978-10-08
2878,0.015404048394369792,Colin Jones,NA,welterweight,30,77%,158,orthodox,1977-10-03
160066,0.015396826152119519,Steve Herelius,Centurion,cruiserweight,27,44%,146,southpaw,2002-05-10
16148,0.014991351142283232,Mario Veit,NA,super middleweight,53,43%,324,orthodox,1995-09-23
52605,0.014829891437495947,Hector Melendez,Ray,light flyweight,23,13%,206,NA,1974-11-16
430,0.014743430614821376,John Tate,Big John,heavyweight,37,62%,200,orthodox,1977-05-07
381,0.014743430614821272,Greg Page,NA,heavyweight,76,63%,420,orthodox,1979-02-16
17950,0.014471993814851002,Bobby Berna,NA,super bantamweight,38,45%,283,southpaw,1979-08-13
18454,0.014425569488418792,Matthew Hatton,Magic,welterweight,52,33%,350,orthodox,2000-09-23
14432,0.014395064363112801,Steve Forbes,2POUND,super featherweight,49,22%,362,orthodox,1996-12-06
337952,0.014395064363112735,Vitali Tajbert,NA,super featherweight,26,23%,178,orthodox,2005-12-03
15483,0.014395064363112681,Maselino Masoe,NA,middleweight,36,78%,166,orthodox,1997-03-30
38381,0.014395064363112657,Franco Udella,NA,flyweight,43,42%,291,NA,1972-12-04
330468,0.014395064363112648,Rodrigo Guerrero,Gatito,super bantamweight,33,48%,205,southpaw,2005-07-28
389938,0.014395064363112635,Jose Alfredo Rodriguez,Torito,super flyweight,37,51%,209,orthodox,2007-03-30
6114,0.01439506436311263,Karl Willis,NA,light heavyweight,54,31%,218,orthodox,1992-06-27
16963,0.01439506436311253,Jose Sanjuanelo,NA,bantamweight,29,59%,152,southpaw,1996-07-20
5061,0.014395064363112418,Clarence Adams,Bones,super bantamweight,56,36%,344,orthodox,1990-04-03
30028,0.014395064363112402,Miguel Angel Cuello,NA,light heavyweight,22,91%,77,orthodox,1973-07-25
1641,0.014395064363112373,Lionel Butler,The Train,heavyweight,51,49%,184,orthodox,1989-02-24
134493,0.014395064363112145,Rafael Concepcion,El Torito,super bantamweight,27,30%,159,orthodox,2002-08-30
611417,0.014395064363112015,Zac Dunn,NA,super middleweight,24,75%,116,orthodox,2012-05-25
5763,0.014395064363111991,Mike Evgen,The Rice Street Rocker,super lightweight,37,35%,220,orthodox,1989-01-21
5798,0.014395064363111934,Orlando Fernandez,NA,featherweight,30,43%,219,orthodox,1985-02-23
12567,0.01439506436311192,John H Stracey,NA,welterweight,51,73%,284,orthodox,1969-09-17
207282,0.014395064363111887,Ganigan Lopez,El Maravilla,light flyweight,35,49%,242,southpaw,2003-08-07
64303,0.014395064363111464,Mike Oliver,Machine,super featherweight,35,23%,204,southpaw,2001-09-09
321861,0.014395064363111231,Likar Ramos,NA,super lightweight,32,59%,131,southpaw,2005-07-01
6276,0.014395064363111188,Harold Mestre,El Ciclón,bantamweight,40,55%,171,southpaw,1989-03-25
34553,0.014395064363111137,Valdemir Pereira,Sertão,featherweight,25,60%,140,orthodox,2001-03-06
6507,0.014395064363111013,Victor Godoi,Cococho,super flyweight,36,75%,161,orthodox,1995-10-13
3785,0.01439506436311092,Zolile Mbityi,Bonecrusher,flyweight,52,21%,447,orthodox,1989-02-18
18263,0.014269435022319239,Ubaldo Sacco,Uby,super lightweight,52,44%,429,orthodox,1978-04-22
4204,0.014153423261562235,Andy Tabanas,Hantakero/Tabanas Otsuka,light flyweight,47,51%,281,orthodox,1989-04-29
4579,0.014146002140198717,Arnulfo Castillo,Chico,super featherweight,41,49%,261,southpaw,1992-06-26
35676,0.014123048259896749,Randy Griffin,The Gentleman,middleweight,32,41%,210,orthodox,2000-06-20
430922,0.014095534260082703,Daniel Rosas,Bad Boy,super bantamweight,25,48%,145,orthodox,2007-11-16
15295,0.014095534260082554,Prawet Singwancha,NA,super lightweight,55,49%,345,southpaw,1997-06-01
194068,0.014095534260082098,Jose Cabrera,Matador,super bantamweight,29,34%,229,orthodox,2004-05-28
16680,0.014095534260082039,Jose Miguel Cotto,NA,lightweight,38,63%,193,orthodox,1996-12-13
17028,0.013992002254187485,Roberto Carlos Leyva,Mako,minimumweight,43,49%,223,southpaw,1998-02-21
1975,0.013892118230863417,Gene Hatcher,Mad Dog,super lightweight,39,59%,244,NA,1981-04-23
360252,0.013815435975545139,Malik Bouziane,NA,bantamweight,17,12%,149,orthodox,2006-05-12
5153,0.013774926112770713,Pat Clinton,NA,flyweight,23,39%,155,NA,1985-10-10
18834,0.013620006401429689,Cecilio Santos,Boga,lightweight,72,28%,469,orthodox,1997-11-22
504541,0.013620006401429553,David Carmona,Severo,super flyweight,29,28%,188,orthodox,2009-07-22
8245,0.01362000640142844,Manuel Jesus Herrera,El Olimpico,light flyweight,30,30%,242,orthodox,1990-09-20
3831,0.013287458086107503,Amancio Castro,Amancito,super lightweight,42,31%,314,orthodox,1979-07-27
52473,0.013278815512496805,Denis Inkin,General,super middleweight,35,69%,184,orthodox,2001-06-30
7982,0.01296397609309476,Jason Matthews,Method Man,middleweight,23,78%,90,NA,1995-07-01
46557,0.012963976093094753,Isidro Perez,Sid,light flyweight,69,59%,494,orthodox,1979-02-15
32364,0.012963976093094673,Samuel Peter,The Nigerian Nightmare,heavyweight,42,69%,193,orthodox,2001-02-06
15627,0.012963976093094614,Mbwana Matumla,African Golden Boy,lightweight,30,40%,224,southpaw,1997-10-12
5073,0.012963976093094569,Gilberto Serrano,NA,lightweight,27,59%,137,orthodox,1993-04-03
5141,0.012963976093094326,Songkram Porpaoin,KamMotma,minimumweight,30,37%,218,NA,1993-05-09
358969,0.012963976093094133,Andrzej Fonfara,NA,light heavyweight,35,49%,173,orthodox,2006-06-03
9530,0.01296397609309397,Claude Noel,NA,lightweight,41,44%,322,orthodox,1973-11-13
500,0.012963976093093871,Francisco Tejedor,La Araña,flyweight,69,45%,415,orthodox,1986-01-31
46138,0.012963976093093825,Alexander Bakhtin,Knight Alexander,bantamweight,31,39%,269,orthodox,2000-11-20
324806,0.01296397609309382,Bermane Stiverne,B. WARE,heavyweight,28,75%,107,orthodox,2005-07-29
19255,0.01296397609309373,Howard Winstone,NA,featherweight,67,40%,569,NA,1959-02-24
6725,0.012963976093093606,Yober Ortega,NA,featherweight,44,55%,302,southpaw,1990-09-15
10289,0.012963976093093334,Pedro Adigue Jr,NA,welterweight,64,23%,528,orthodox,1962-02-18
4886,0.012860064520215417,Michele Piccirillo,Gentleman,welterweight,56,52%,386,orthodox,1992-12-18
64678,0.012856644472841756,Yoddamrong Sithyodthong,Damrong Kongsuk,super bantamweight,51,35%,341,NA,1996-06-01
19123,0.012417200641302754,Dmitry Kirillov,The Baby,super featherweight,39,26%,281,orthodox,1998-05-02
388026,0.01241720064130263,Warlito Parrenas,Wars Cowboy Parrenas,super flyweight,32,66%,140,orthodox,2007-04-21
7603,0.012417200641301482,Anis Roga,NA,light flyweight,22,41%,175,NA,1995-04-01
41579,0.012331774912403098,Miguel Barrera,El Huracan,minimumweight,26,50%,126,orthodox,1998-11-15
4618,0.012248431958085181,Bronco McKart,Superman,super welterweight,68,50%,424,southpaw,1992-07-21
354209,0.012248431958085082,Cesar Seda,Junito,lightweight,30,60%,150,southpaw,2005-12-17
326019,0.01224843195808492,Ismael Barroso,NA,lightweight,22,82%,71,southpaw,2005-08-13
5973,0.010101799553058987,Yamato Mitani,NA,super featherweight,16,56%,127,southpaw,1993-08-30
13357,0.010101799553058984,Zoltan Kalocsai,Duck / Kacsa,lightweight,55,56%,251,orthodox,1995-02-24
241087,0.010101799553058984,Michael Marrone,NA,heavyweight,28,54%,95,orthodox,2004-03-26
74028,0.010101799553058984,Kaizer Mabuza,The Animal,super lightweight,44,36%,287,orthodox,2000-02-15
24968,0.010101799553058982,Jesus Ruiz,Chuy,light heavyweight,26,69%,107,orthodox,1994-04-17
6158,0.010101799553058982,Mauro Blanc,NA,super flyweight,20,25%,107,orthodox,1992-09-10
10049,0.01010179955305898,Jiro Takada,Yuji Oka,flyweight,57,26%,397,orthodox,1970-01-11
12618,0.01010179955305898,Takao Sakurai,NA,bantamweight,32,13%,293,southpaw,1965-06-03
143904,0.01010179955305898,Walter Dario Matthysse,El Terrible,welterweight,32,78%,99,orthodox,2002-10-04
15625,0.01010179955305898,Miguel Angel Jimenez,NA,super middleweight,24,42%,143,orthodox,1993-01-30
1734,0.01010179955305898,Rodney Jones,Smooth / Pitbull,super welterweight,42,52%,267,southpaw,1991-09-25
3307,0.01010179955305898,Frans Botha,The White Buffalo,heavyweight,63,46%,367,orthodox,1990-02-11
3312,0.01010179955305898,Heriberto Ruiz,Cuate,bantamweight,60,47%,388,orthodox,1994-12-15
376350,0.01010179955305898,Selcuk Aydin,Turkish Warrior,welterweight,32,69%,167,orthodox,2006-11-10
384723,0.01010179955305898,Henry Weber,Junior,light heavyweight,19,16%,114,orthodox,2007-02-10
5222,0.01010179955305898,Darryl Tyson,NA,super lightweight,65,37%,513,NA,1982-09-03
5796,0.01010179955305898,Benny Amparo,NA,featherweight,20,25%,122,orthodox,1989-09-25
60738,0.01010179955305898,Reynaldo Frutos,Jair,light flyweight,18,33%,100,southpaw,1999-03-13
6260,0.01010179955305898,Moises Pedroza,NA,super featherweight,38,58%,149,orthodox,1990-07-05
8628,0.01010179955305898,Juan Carlos Gimenez,El Toro,light heavyweight,80,53%,577,orthodox,1982-01-22
8926,0.01010179955305898,Derek Roche,Rebel,welterweight,34,44%,194,orthodox,1994-09-26
145631,0.010101799553058979,Feider Viloria,Feider Luis Viloria Rodríguez,featherweight,35,46%,173,orthodox,2002-10-12
17132,0.010101799553058979,Evans Ashira,African Warrior,middleweight,32,47%,211,orthodox,1998-03-27
17774,0.010101799553058979,Vincenzo Gigliotti,NA,super bantamweight,29,48%,170,orthodox,1995-12-26
1876,0.010101799553058979,Tony Baltazar,The Tiger,super lightweight,46,65%,233,orthodox,1979-02-08
268448,0.010101799553058979,Irving Berry,Travieso,featherweight,31,32%,190,orthodox,2004-03-20
276920,0.010101799553058979,Gabriel Pumar,Big Gunz/Boom Boom Toei,flyweight,25,36%,134,southpaw,2004-04-18
356615,0.010101799553058979,David Quijano,NA,super flyweight,24,38%,145,orthodox,2006-02-03
3950,0.010101799553058979,Lamar Murphy,Cochise,lightweight,42,48%,253,orthodox,1991-05-17
395556,0.010101799553058979,Omari Kimweri,Lion Boy,minimumweight,20,30%,121,orthodox,2007-07-20
4242,0.010101799553058979,Donnell Wingfield,NA,light heavyweight,42,36%,176,orthodox,1985-01-17
44486,0.010101799553058979,Edwin Diaz,La Pantera,flyweight,38,13%,241,southpaw,2001-05-19
46696,0.010101799553058979,Polly Pasireron,NA,middleweight,7,43%,48,NA,1984-10-06
469744,0.010101799553058979,Michel Soro,NA,super welterweight,32,63%,180,orthodox,2008-10-02
4880,0.010101799553058979,Rafael Ortiz,La Maravilla,welterweight,16,25%,77,NA,1989-10-18
4911,0.010101799553058979,Ki-Yun Song,NA,super welterweight,12,33%,94,NA,1988-07-24
538963,0.010101799553058979,George Jupp,NA,super featherweight,18,22%,106,orthodox,2010-05-21
568806,0.010101799553058979,Shohei Omori,NA,bantamweight,20,65%,74,southpaw,2011-04-10
64800,0.010101799553058979,Eromosele Albert,Bad Boy,middleweight,31,39%,216,orthodox,2001-02-06
12743,0.010101799553058977,Carlos Pinango,NA,featherweight,43,56%,247,NA,1979-01-28
14764,0.010101799553058977,Emmanuel Lucero,El Carnicero / The Butcher,super bantamweight,41,34%,239,orthodox,1998-08-22
1806,0.010101799553058977,Stefano Zoff,Il Pirata,lightweight,58,29%,435,orthodox,1989-06-01
2200,0.010101799553058977,Dave 'Boy' Green,Fenland Tiger,welterweight,41,71%,219,orthodox,1974-12-10
2884,0.010101799553058977,Glenn Wolfe,Big Bad,super welterweight,33,73%,142,NA,1982-05-15
2999,0.010101799553058977,Lottie Mwale,Gunduzani,light heavyweight,53,64%,321,orthodox,1977-04-08
343294,0.010101799553058977,Juan Camilo Novoa,La Boa,super middleweight,38,71%,109,orthodox,2005-11-02
565200,0.010101799553058977,Razvan Cojanu,NA,heavyweight,19,47%,80,orthodox,2011-03-11
6426,0.010101799553058977,Everardo Armenta Jr,NA,heavyweight,33,67%,150,southpaw,1988-09-07
7933,0.010101799553058977,Willard Lewis,Red Thunder Rock,cruiserweight,43,21%,213,NA,1994-10-21
15509,0.010101799553058975,Jan Piet Bergman,NA,super lightweight,49,67%,286,orthodox,1990-02-26
15631,0.010101799553058975,Jair Jimenez,Tigrillo,super flyweight,32,50%,173,orthodox,1999-05-21
